term,home_ownership,grade,purpose,int_rate,addr_state,loan_status,application_type,loan_amnt,emp_length,annual_inc,delinq_2yrs,total_acc,num_tl_90g_dpd_24m,term_cleaned,emplen_cleaned,revolutil_cleaned,rev_avg,dti_cleaned,bad_loan
36 months,RENT,C,other,16.91%,NJ,Current,Individual,8000,2 years,84500.0,0,21,0,36,2,35.0,43.76206961077844,16.79,No
36 months,MORTGAGE,B,small_business,10.47%,MS,Current,Individual,10000,3 years,40000.0,0,16,0,36,3,38.0,43.76206961077844,24.24,No
36 months,RENT,B,other,10.47%,NJ,Current,Individual,12000,7 years,40000.0,0,21,0,36,7,33.0,43.76206961077844,12.87,No
60 months,RENT,F,car,30.65%,NY,Current,Joint App,11050,< 1 year,30000.0,0,6,0,60,1,19.0,43.76206961077844,27.16,No
36 months,MORTGAGE,B,debt_consolidation,11.06%,VA,Current,Individual,30000,10+ years,134000.0,0,34,0,36,10,70.0,43.76206961077844,25.54,No
60 months,MORTGAGE,B,debt_consolidation,12.73%,CA,Current,Individual,20000,10+ years,87000.0,0,15,0,60,10,57.0,43.76206961077844,19.18,No
36 months,RENT,A,credit_card,7.21%,NY,Current,Individual,10000,7 years,100000.0,0,37,0,36,7,34.0,43.76206961077844,14.97,No
36 months,RENT,D,debt_consolidation,19.92%,FL,Current,Individual,30000,3 years,134400.0,0,43,0,36,3,16.0,43.76206961077844,21.55,No
60 months,OWN,D,credit_card,19.92%,PA,Current,Individual,12500,10+ years,55000.0,0,45,0,60,10,65.0,43.76206961077844,15.68,No
36 months,MORTGAGE,B,credit_card,11.55%,OK,Current,Individual,15000,< 1 year,85000.0,0,18,0,36,1,65.0,43.76206961077844,13.06,No
36 months,MORTGAGE,A,debt_consolidation,7.21%,MA,Current,Individual,30000,7 years,118000.0,0,18,0,36,7,28.0,43.76206961077844,17.28,No
36 months,MORTGAGE,B,debt_consolidation,11.06%,NE,Current,Individual,10000,10+ years,70000.0,1,38,0,36,10,49.0,43.76206961077844,20.37,No
60 months,RENT,B,debt_consolidation,11.55%,TX,Current,Individual,40000,10+ years,70000.0,0,17,0,60,10,53.0,43.76206961077844,17.09,No
36 months,RENT,A,debt_consolidation,8.46%,NJ,Current,Individual,6075,4 years,55000.0,0,16,0,36,4,34.0,43.76206961077844,18.57,No
36 months,MORTGAGE,C,vacation,16.91%,NY,Current,Joint App,16000,< 1 year,125000.0,1,65,0,36,1,22.0,43.76206961077844,11.91,No
60 months,OWN,B,credit_card,11.55%,PA,Current,Individual,18000,6 years,88000.0,0,13,0,60,6,32.0,43.76206961077844,11.37,No
36 months,MORTGAGE,D,debt_consolidation,19.92%,CT,Current,Individual,30000,3 years,155000.0,1,16,1,36,3,93.0,43.76206961077844,16.61,No
60 months,MORTGAGE,D,debt_consolidation,18.94%,DE,Current,Individual,28000,< 1 year,125000.0,0,23,0,60,1,54.0,43.76206961077844,13.5,No
60 months,OWN,B,debt_consolidation,10.47%,WV,Current,Individual,10000,n/a,35000.0,1,17,1,60,"",36.0,43.76206961077844,7.65,No
36 months,MORTGAGE,A,credit_card,6.11%,NY,Current,Individual,11000,10+ years,180000.0,0,8,0,36,10,52.0,43.76206961077844,6.9,No
36 months,MORTGAGE,B,debt_consolidation,10.47%,MN,Current,Individual,10000,< 1 year,50000.0,0,7,0,36,1,56.0,43.76206961077844,18.87,No
60 months,RENT,B,credit_card,11.55%,CA,Current,Individual,35000,5 years,200000.0,0,10,0,60,5,58.0,43.76206961077844,5.45,No
36 months,OWN,A,debt_consolidation,6.11%,NC,Current,Individual,20000,10+ years,91000.0,1,28,0,36,10,39.0,43.76206961077844,13.86,No
36 months,MORTGAGE,A,debt_consolidation,8.46%,MA,Current,Individual,10000,10+ years,86000.0,1,33,1,36,10,19.0,43.76206961077844,6.61,No
36 months,MORTGAGE,A,debt_consolidation,7.84%,WI,Current,Individual,8000,< 1 year,110000.0,0,21,0,36,1,59.0,43.76206961077844,19.86,No
36 months,OWN,C,other,14.47%,IN,Current,Individual,4500,< 1 year,22500.0,0,8,0,36,1,25.0,43.76206961077844,33.6,No
36 months,MORTGAGE,A,debt_consolidation,8.46%,OH,Current,Individual,8000,6 years,95000.0,1,46,0,36,6,10.0,43.76206961077844,26.11,No
36 months,MORTGAGE,A,credit_card,8.46%,MD,Current,Individual,10000,2 years,62000.0,0,27,0,36,2,27.0,43.76206961077844,4.76,No
36 months,OWN,E,credit_card,26.31%,NJ,Current,Individual,7500,2 years,26000.0,0,17,0,36,2,61.0,43.76206961077844,23.55,No
60 months,RENT,B,debt_consolidation,11.55%,IL,Current,Individual,15000,8 years,97400.0,0,18,0,60,8,30.0,43.76206961077844,15.99,No
36 months,MORTGAGE,B,debt_consolidation,11.55%,MA,Current,Individual,32000,2 years,120000.0,0,7,0,36,2,92.0,43.76206961077844,10.07,No
60 months,RENT,A,credit_card,8.46%,PA,Current,Individual,14000,4 years,45656.0,0,14,0,60,4,45.0,43.76206961077844,8.99,No
36 months,MORTGAGE,A,home_improvement,8.46%,LA,Current,Individual,7500,2 years,39000.0,0,35,0,36,2,17.0,43.76206961077844,37.88,No
36 months,MORTGAGE,B,debt_consolidation,10.47%,CA,Current,Individual,20000,1 year,45000.0,0,5,0,36,1,13.0,43.76206961077844,3.07,No
36 months,MORTGAGE,B,credit_card,11.06%,NC,Fully Paid,Joint App,9775,10+ years,160000.0,0,27,0,36,10,61.0,43.76206961077844,32.14,No
36 months,MORTGAGE,A,debt_consolidation,6.67%,MD,Current,Individual,40000,10+ years,150000.0,0,28,0,36,10,78.0,43.76206961077844,18.62,No
60 months,RENT,E,debt_consolidation,27.27%,NY,Current,Individual,24000,10+ years,87000.0,0,11,0,60,10,51.0,43.76206961077844,9.5,No
36 months,RENT,B,credit_card,10.47%,AZ,Current,Individual,18000,7 years,85000.0,0,24,0,36,7,27.0,43.76206961077844,23.87,No
60 months,RENT,B,debt_consolidation,12.73%,NY,Current,Individual,18200,10+ years,50100.0,0,27,0,60,10,9.0,43.76206961077844,26.49,No
36 months,MORTGAGE,B,debt_consolidation,11.55%,CA,Current,Individual,5000,10+ years,75000.0,0,23,0,36,10,26.0,43.76206961077844,4.7,No
36 months,MORTGAGE,A,credit_card,6.11%,FL,Current,Individual,10000,7 years,50000.0,0,26,0,36,7,30.0,43.76206961077844,7.75,No
60 months,OWN,E,credit_card,24.37%,TN,Current,Individual,15000,3 years,47000.0,0,21,0,60,3,47.0,43.76206961077844,37.87,No
36 months,RENT,D,debt_consolidation,22.35%,AK,Current,Individual,10000,4 years,28000.0,0,10,0,36,4,54.0,43.76206961077844,14.7,No
36 months,OWN,A,major_purchase,7.84%,HI,Current,Individual,3800,10+ years,73000.0,0,35,0,36,10,13.0,43.76206961077844,3.34,No
60 months,RENT,A,credit_card,7.84%,CA,Current,Individual,14500,10+ years,90000.0,0,27,0,60,10,43.0,43.76206961077844,19.75,No
36 months,MORTGAGE,D,major_purchase,18.94%,TX,Current,Individual,3200,10+ years,65000.0,0,17,0,36,10,20.0,43.76206961077844,6.24,No
60 months,MORTGAGE,C,debt_consolidation,16.91%,TN,Current,Individual,24000,10+ years,90000.0,0,27,0,60,10,49.0,43.76206961077844,19.29,No
36 months,MORTGAGE,A,credit_card,6.11%,GA,Current,Individual,10000,2 years,50000.0,0,10,0,36,2,39.0,43.76206961077844,12.94,No
60 months,MORTGAGE,A,credit_card,6.11%,IN,Current,Individual,20000,2 years,84000.0,0,21,0,60,2,23.0,43.76206961077844,15.09,No
36 months,MORTGAGE,C,debt_consolidation,16.91%,NJ,Current,Joint App,35000,7 years,130000.0,0,25,0,36,7,76.0,43.76206961077844,17.89,No
36 months,RENT,C,credit_card,16.14%,NY,Current,Individual,9500,6 years,80000.0,0,3,0,36,6,121.0,43.76206961077844,6.27,No
36 months,RENT,B,car,10.47%,FL,Current,Individual,10000,4 years,36000.0,0,11,0,36,4,13.0,43.76206961077844,26.4,No
60 months,MORTGAGE,C,debt_consolidation,16.14%,NC,Current,Individual,15000,10+ years,70000.0,0,57,0,60,10,43.0,43.76206961077844,22.02,No
60 months,OWN,B,debt_consolidation,12.73%,WA,Current,Joint App,30000,10+ years,61303.0,0,20,0,60,10,21.0,43.76206961077844,45.71,No
36 months,RENT,B,debt_consolidation,11.06%,CO,Current,Individual,8400,3 years,28800.0,0,12,0,36,3,11.0,43.76206961077844,13.33,No
36 months,RENT,E,other,27.27%,MO,Current,Individual,11900,3 years,80000.0,0,28,0,36,3,45.0,43.76206961077844,31.95,No
36 months,RENT,A,credit_card,7.84%,NV,Current,Individual,10000,2 years,20000.0,0,7,0,36,2,11.0,43.76206961077844,3.84,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,CA,Current,Individual,14000,5 years,120000.0,0,46,0,36,5,44.0,43.76206961077844,20.64,No
60 months,MORTGAGE,D,debt_consolidation,17.97%,TX,Current,Individual,15000,< 1 year,38000.0,0,14,0,60,1,46.0,43.76206961077844,21.57,No
60 months,RENT,C,debt_consolidation,16.91%,WI,Fully Paid,Individual,35000,10+ years,240000.0,0,22,0,60,10,67.0,43.76206961077844,18.52,No
60 months,MORTGAGE,F,debt_consolidation,30.17%,MO,Current,Individual,20000,9 years,48000.0,0,21,0,60,9,51.0,43.76206961077844,31.05,No
60 months,MORTGAGE,C,debt_consolidation,16.14%,GA,Current,Individual,12000,n/a,35156.0,0,20,0,60,"",51.0,43.76206961077844,32.79,No
36 months,RENT,A,debt_consolidation,8.46%,WI,Current,Individual,7000,2 years,35000.0,0,18,0,36,2,33.0,43.76206961077844,23.7,No
36 months,RENT,C,debt_consolidation,15.02%,SC,Current,Individual,10000,5 years,42000.0,0,12,0,36,5,0.0,43.76206961077844,10.17,No
36 months,MORTGAGE,A,credit_card,6.67%,VA,Current,Individual,15300,10+ years,150000.0,0,16,0,36,10,81.0,43.76206961077844,11.35,No
60 months,MORTGAGE,C,debt_consolidation,14.47%,WI,Current,Individual,12000,< 1 year,60000.0,1,20,0,60,1,90.0,43.76206961077844,17.96,No
60 months,MORTGAGE,B,debt_consolidation,10.47%,ID,Current,Individual,13000,10+ years,70000.0,0,13,0,60,10,86.0,43.76206961077844,21.09,No
36 months,RENT,D,major_purchase,18.94%,NY,Late (31-120 days),Individual,22000,7 years,118000.0,0,13,0,36,7,0.0,43.76206961077844,0.56,Yes
36 months,MORTGAGE,A,credit_card,6.11%,OK,Current,Individual,13000,10+ years,150000.0,0,24,0,36,10,65.0,43.76206961077844,11.45,No
60 months,MORTGAGE,C,debt_consolidation,13.56%,OH,Current,Individual,20000,10+ years,52000.0,0,38,0,60,10,54.0,43.76206961077844,28.59,No
36 months,RENT,D,debt_consolidation,19.92%,NY,Current,Individual,10000,10+ years,88000.0,4,20,1,36,10,27.0,43.76206961077844,17.14,No
36 months,RENT,A,debt_consolidation,8.46%,CA,Current,Joint App,17000,2 years,25000.0,0,11,0,36,2,2.0,43.76206961077844,0.55,No
60 months,MORTGAGE,C,credit_card,15.02%,GA,Current,Individual,25000,2 years,91420.0,0,47,0,60,2,59.0,43.76206961077844,23.14,No
36 months,OWN,B,credit_card,10.47%,TX,Current,Individual,16000,5 years,30000.0,0,17,0,36,5,7.0,43.76206961077844,24.32,No
36 months,RENT,B,debt_consolidation,10.08%,CA,Current,Individual,8000,n/a,50000.0,0,13,0,36,"",33.0,43.76206961077844,6.13,No
60 months,RENT,C,debt_consolidation,16.91%,DE,In Grace Period,Individual,20000,2 years,40000.0,0,15,0,60,2,15.0,43.76206961077844,21.87,Yes
60 months,MORTGAGE,E,debt_consolidation,26.31%,OK,Fully Paid,Joint App,40000,8 years,92000.0,0,38,0,60,8,81.0,43.76206961077844,31.42,No
60 months,MORTGAGE,B,other,12.73%,WY,Current,Joint App,15000,1 year,85000.0,0,25,0,60,1,3.0,43.76206961077844,33.03,No
36 months,RENT,B,debt_consolidation,11.06%,TX,Current,Individual,24000,10+ years,91800.0,0,51,0,36,10,83.0,43.76206961077844,27.29,No
36 months,MORTGAGE,B,debt_consolidation,11.55%,GA,Current,Individual,25000,< 1 year,101000.0,0,49,0,36,1,39.0,43.76206961077844,20.67,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,MD,Current,Individual,7200,10+ years,60000.0,0,28,0,36,10,26.0,43.76206961077844,11.41,No
36 months,MORTGAGE,D,medical,19.92%,MA,Current,Joint App,6025,2 years,70000.0,1,27,0,36,2,41.0,43.76206961077844,18.65,No
60 months,RENT,F,debt_consolidation,29.69%,MA,Current,Individual,30000,< 1 year,180000.0,0,28,0,60,1,91.0,43.76206961077844,21.93,No
36 months,RENT,E,debt_consolidation,23.40%,IL,Current,Individual,7500,4 years,26000.0,0,9,0,36,4,85.0,43.76206961077844,17.5,No
36 months,MORTGAGE,C,debt_consolidation,14.47%,MI,Current,Joint App,15000,< 1 year,40000.0,0,11,0,36,1,38.0,43.76206961077844,18.75,No
36 months,RENT,B,debt_consolidation,12.73%,KS,Current,Individual,17500,10+ years,56000.0,0,7,0,36,10,72.0,43.76206961077844,12.37,No
60 months,MORTGAGE,A,debt_consolidation,7.84%,IL,Current,Joint App,18000,10+ years,41000.0,0,23,0,60,10,46.0,43.76206961077844,28.45,No
36 months,RENT,C,debt_consolidation,15.02%,CA,Current,Joint App,6000,10+ years,26204.0,2,16,0,36,10,38.0,43.76206961077844,6.87,No
36 months,OWN,A,home_improvement,8.46%,TX,Current,Individual,32900,10+ years,65000.0,0,30,0,36,10,36.0,43.76206961077844,15.62,No
36 months,RENT,A,debt_consolidation,6.11%,TX,Current,Individual,5000,n/a,35000.0,0,14,0,36,"",25.0,43.76206961077844,15.71,No
36 months,MORTGAGE,A,credit_card,8.46%,PA,Current,Individual,12000,6 years,90000.0,0,43,0,36,6,27.0,43.76206961077844,22.36,No
36 months,MORTGAGE,A,debt_consolidation,6.67%,NV,Current,Joint App,35925,< 1 year,75000.0,0,27,0,36,1,25.0,43.76206961077844,16.06,No
36 months,MORTGAGE,C,other,16.91%,TX,Current,Individual,6000,10+ years,78000.0,3,20,2,36,10,49.0,43.76206961077844,11.63,No
36 months,RENT,B,credit_card,10.08%,CA,Current,Individual,10000,< 1 year,56000.0,0,18,0,36,1,54.0,43.76206961077844,13.91,No
36 months,OWN,A,debt_consolidation,7.84%,NY,Current,Individual,5000,7 years,81000.0,0,26,0,36,7,7.0,43.76206961077844,16.62,No
36 months,RENT,D,debt_consolidation,18.94%,UT,Fully Paid,Individual,6600,4 years,56000.0,0,55,0,36,4,26.0,43.76206961077844,13.16,No
36 months,MORTGAGE,A,credit_card,8.46%,LA,Current,Individual,10000,7 years,35000.0,0,12,0,36,7,59.0,43.76206961077844,28.43,No
36 months,RENT,A,credit_card,7.84%,NY,Current,Individual,6000,3 years,11000.0,0,3,0,36,3,15.0,43.76206961077844,3.28,No
36 months,RENT,C,debt_consolidation,13.56%,MN,Current,Individual,3000,6 years,25000.0,0,12,0,36,6,43.0,43.76206961077844,27.84,No
36 months,RENT,B,debt_consolidation,10.47%,FL,Current,Individual,6000,6 years,75000.0,0,33,0,36,6,68.0,43.76206961077844,18.75,No
36 months,RENT,A,debt_consolidation,8.46%,OR,Current,Individual,4000,< 1 year,65000.0,0,7,0,36,1,19.0,43.76206961077844,9.12,No
60 months,MORTGAGE,C,debt_consolidation,13.56%,VA,Current,Individual,25000,n/a,83500.0,0,34,0,60,"",90.0,43.76206961077844,18.08,No
36 months,MORTGAGE,B,debt_consolidation,10.08%,GA,Current,Individual,10000,4 years,150000.0,0,28,0,36,4,94.0,43.76206961077844,26.41,No
60 months,MORTGAGE,C,debt_consolidation,16.91%,CT,Current,Individual,20000,5 years,62500.0,0,14,0,60,5,48.0,43.76206961077844,10.35,No
36 months,RENT,A,debt_consolidation,7.84%,NY,Current,Individual,20000,3 years,90000.0,0,26,0,36,3,26.0,43.76206961077844,16.29,No
36 months,RENT,B,other,12.73%,TX,Current,Individual,10000,10+ years,45000.0,0,14,0,36,10,56.0,43.76206961077844,23.47,No
60 months,MORTGAGE,E,home_improvement,27.27%,PA,Current,Joint App,12800,< 1 year,27000.0,0,5,0,60,1,37.0,43.76206961077844,12.93,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,MN,Current,Individual,20000,10+ years,90000.0,0,21,0,36,10,14.0,43.76206961077844,14.65,No
36 months,OWN,B,debt_consolidation,10.47%,GA,Fully Paid,Individual,5000,10+ years,43000.0,0,12,0,36,10,46.0,43.76206961077844,2.34,No
60 months,MORTGAGE,B,credit_card,10.08%,FL,Current,Individual,18000,< 1 year,96000.0,0,31,0,60,1,34.0,43.76206961077844,8.73,No
60 months,MORTGAGE,C,debt_consolidation,13.56%,CA,Current,Joint App,40000,10+ years,65000.0,0,18,0,60,10,60.0,43.76206961077844,12.59,No
36 months,RENT,C,other,16.14%,CT,Fully Paid,Individual,5000,4 years,60000.0,0,23,0,36,4,23.0,43.76206961077844,15.54,No
36 months,MORTGAGE,A,credit_card,6.67%,OR,Current,Individual,10000,7 years,60000.0,2,32,0,36,7,46.0,43.76206961077844,20.72,No
60 months,MORTGAGE,C,debt_consolidation,16.14%,NV,Current,Individual,10000,< 1 year,42240.0,0,14,0,60,1,38.0,43.76206961077844,22.78,No
36 months,RENT,A,debt_consolidation,7.84%,NY,Current,Individual,20000,10+ years,135000.0,0,32,0,36,10,26.0,43.76206961077844,9.11,No
36 months,MORTGAGE,A,debt_consolidation,7.84%,CO,Current,Individual,16000,10+ years,60000.0,0,24,0,36,10,34.0,43.76206961077844,22.44,No
36 months,MORTGAGE,A,other,6.11%,CA,Current,Individual,5000,9 years,100000.0,0,25,0,36,9,23.0,43.76206961077844,13.79,No
36 months,MORTGAGE,A,credit_card,6.11%,IL,Current,Individual,15000,10+ years,68021.0,0,29,0,36,10,49.0,43.76206961077844,11.03,No
60 months,MORTGAGE,B,credit_card,10.08%,LA,Current,Individual,25000,8 years,160000.0,0,62,0,60,8,42.0,43.76206961077844,28.0,No
36 months,MORTGAGE,A,debt_consolidation,8.46%,AZ,Late (31-120 days),Individual,5600,3 years,54500.0,0,25,0,36,3,43.0,43.76206961077844,29.2,Yes
60 months,MORTGAGE,B,debt_consolidation,10.08%,FL,Current,Joint App,12800,10+ years,50000.0,0,40,0,60,10,68.0,43.76206961077844,82.29,No
36 months,MORTGAGE,C,credit_card,15.02%,NY,Current,Individual,8000,n/a,48000.0,1,16,1,36,"",31.0,43.76206961077844,6.3,No
36 months,MORTGAGE,A,debt_consolidation,7.84%,CA,Fully Paid,Joint App,25000,10+ years,78000.0,0,16,0,36,10,42.0,43.76206961077844,10.55,No
36 months,RENT,A,debt_consolidation,6.11%,CA,Current,Individual,40000,10+ years,224000.0,0,23,0,36,10,86.0,43.76206961077844,21.22,No
36 months,MORTGAGE,A,debt_consolidation,6.67%,TX,Current,Individual,15000,5 years,235000.0,0,18,0,36,5,40.0,43.76206961077844,19.53,No
36 months,RENT,A,credit_card,6.67%,OH,Current,Individual,16000,3 years,39000.0,0,9,0,36,3,59.0,43.76206961077844,9.91,No
36 months,MORTGAGE,A,debt_consolidation,7.84%,MO,Current,Individual,15000,3 years,36000.0,0,28,0,36,3,13.0,43.76206961077844,15.0,No
36 months,MORTGAGE,C,debt_consolidation,13.56%,OH,Current,Individual,35000,10+ years,88000.0,0,12,0,36,10,58.0,43.76206961077844,17.25,No
36 months,RENT,C,debt_consolidation,13.56%,MA,Current,Individual,12000,4 years,135000.0,0,9,0,36,4,67.0,43.76206961077844,6.54,No
36 months,RENT,D,debt_consolidation,22.35%,FL,Current,Individual,15000,10+ years,32500.0,0,5,0,36,10,80.0,43.76206961077844,13.55,No
36 months,OWN,A,debt_consolidation,7.84%,OH,Fully Paid,Individual,6000,6 years,33600.0,0,11,0,36,6,6.0,43.76206961077844,22.04,No
36 months,MORTGAGE,A,debt_consolidation,8.46%,CA,Current,Individual,15000,10+ years,67000.0,0,24,0,36,10,53.0,43.76206961077844,23.59,No
60 months,RENT,B,credit_card,11.06%,TX,Current,Individual,32000,3 years,80000.0,0,13,0,60,3,72.0,43.76206961077844,16.34,No
36 months,RENT,E,credit_card,23.40%,CA,Current,Individual,10000,4 years,75000.0,0,11,0,36,4,69.0,43.76206961077844,10.9,No
36 months,RENT,B,debt_consolidation,10.08%,MO,Current,Individual,8000,1 year,43000.0,0,16,0,36,1,59.0,43.76206961077844,23.58,No
60 months,MORTGAGE,C,debt_consolidation,15.02%,MS,Current,Individual,25000,10+ years,122000.0,0,31,0,60,10,80.0,43.76206961077844,18.72,No
36 months,MORTGAGE,A,debt_consolidation,6.67%,WA,Current,Joint App,35000,8 years,132000.0,0,24,0,36,8,58.0,43.76206961077844,12.75,No
36 months,MORTGAGE,A,debt_consolidation,7.84%,CO,Current,Individual,10000,< 1 year,130000.0,0,40,0,36,1,2.0,43.76206961077844,24.11,No
36 months,MORTGAGE,A,debt_consolidation,7.21%,NM,Current,Individual,14000,10+ years,66000.0,0,23,0,36,10,35.0,43.76206961077844,17.96,No
36 months,OWN,B,debt_consolidation,10.47%,CA,Current,Individual,27000,n/a,50000.0,0,31,0,36,"",30.0,43.76206961077844,16.54,No
36 months,MORTGAGE,B,debt_consolidation,11.06%,MA,Current,Joint App,35000,10+ years,40000.0,0,11,0,36,10,94.0,43.76206961077844,26.61,No
60 months,MORTGAGE,A,debt_consolidation,7.84%,VA,Current,Individual,17000,10+ years,76300.0,0,36,0,60,10,11.0,43.76206961077844,17.44,No
60 months,RENT,B,debt_consolidation,10.47%,AL,Current,Individual,20000,10+ years,110000.0,0,10,0,60,10,40.0,43.76206961077844,3.6,No
36 months,RENT,B,debt_consolidation,11.55%,KS,Current,Individual,35000,2 years,150000.0,1,14,0,36,2,72.0,43.76206961077844,12.98,No
36 months,OWN,B,credit_card,10.08%,NY,Current,Individual,10000,< 1 year,50000.0,0,7,0,36,1,40.0,43.76206961077844,12.63,No
36 months,MORTGAGE,A,home_improvement,8.46%,TX,Current,Individual,8000,< 1 year,60000.0,0,24,0,36,1,38.0,43.76206961077844,27.04,No
36 months,RENT,B,credit_card,11.06%,CA,Current,Individual,6000,2 years,50000.0,1,14,0,36,2,53.0,43.76206961077844,28.47,No
60 months,RENT,D,debt_consolidation,20.89%,CA,Current,Joint App,17225,< 1 year,26500.0,0,15,0,60,1,58.0,43.76206961077844,39.29,No
60 months,OWN,D,credit_card,18.94%,NY,Current,Individual,21000,10+ years,70000.0,1,35,0,60,10,41.0,43.76206961077844,23.04,No
60 months,MORTGAGE,B,debt_consolidation,11.55%,NC,Current,Individual,15000,1 year,60600.0,0,28,0,60,1,46.0,43.76206961077844,25.52,No
60 months,RENT,C,debt_consolidation,16.14%,TX,Current,Individual,14025,3 years,70000.0,1,19,1,60,3,37.0,43.76206961077844,13.92,No
60 months,MORTGAGE,C,debt_consolidation,16.91%,MA,Fully Paid,Joint App,40000,10+ years,145000.0,2,49,1,60,10,31.0,43.76206961077844,21.24,No
36 months,MORTGAGE,A,debt_consolidation,7.21%,GA,Current,Joint App,12000,< 1 year,70000.0,0,23,0,36,1,17.0,43.76206961077844,10.63,No
60 months,MORTGAGE,C,debt_consolidation,13.56%,FL,Current,Individual,25000,6 years,65000.0,2,16,0,60,6,55.0,43.76206961077844,25.59,No
36 months,RENT,A,credit_card,6.11%,NY,Current,Individual,16000,2 years,31000.0,0,14,0,36,2,50.0,43.76206961077844,20.71,No
36 months,MORTGAGE,B,debt_consolidation,11.06%,CA,Current,Individual,35000,3 years,135000.0,0,11,0,36,3,46.0,43.76206961077844,10.39,No
36 months,RENT,D,moving,17.97%,KS,Current,Individual,20000,3 years,105000.0,0,16,0,36,3,32.0,43.76206961077844,6.14,No
36 months,RENT,C,debt_consolidation,16.14%,AZ,Current,Individual,10000,< 1 year,46500.0,0,5,0,36,1,96.0,43.76206961077844,4.23,No
36 months,RENT,A,credit_card,6.67%,NJ,Fully Paid,Individual,7000,2 years,62000.0,0,7,0,36,2,18.0,43.76206961077844,10.11,No
36 months,MORTGAGE,A,debt_consolidation,7.21%,FL,Current,Individual,10000,10+ years,47000.0,0,43,0,36,10,4.0,43.76206961077844,23.26,No
60 months,MORTGAGE,A,debt_consolidation,7.84%,NY,Current,Individual,20000,10+ years,75000.0,0,42,0,60,10,23.0,43.76206961077844,21.03,No
